"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,"LinSolIter",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" , "Avg_TotalPress" ,"Avg_TotalPress(inlet_air)","Avg_TotalPress(outlet)"
          0,           0,          71,-3.326012526238555,-1.928342283396942,-2.794726244038421,-3.848233890799942, 1.151240688406586,           5,-2.704402647814556,               3,-5.918471253873663, 498.6819189700564,                          0,       498.6819189700564
          0,           0,          72,-3.341851969694502,  -1.9314836003227,-2.820142661259813, -3.85023825463332, 1.149232571778747,           5,-3.681023721352503,               2,-5.162364074896014, 498.6566260674459,                          0,       498.6566260674459
          0,           0,          73, -3.34861880496078, -1.93307965851753,-2.816270567162067,-3.851103242732394, 1.148387340647698,           5,-2.705609761225721,               3,-5.905519028229259, 498.5855375793945,                          0,       498.5855375793945
          0,           0,          74,-3.362705560283776,-1.936311447698179,-2.837502823448882,-3.853058507333381, 1.146430760766591,           5, -3.68398062273243,               2,-5.153624655225717, 498.5563272654082,                          0,       498.5563272654082
          0,           0,          75,-3.368460937740755,-1.937935033229098,-2.832959381702457,-3.853851596449936, 1.145659782297834,           5, -2.70756573178251,               3,-5.892882283391159, 498.4744415851947,                          0,       498.4744415851947
          0,           0,          76,-3.380178183058734, -1.94121916280118,-2.850291145268804,-3.855742228578437, 1.143770909052973,           5,-3.687477373380595,               2,-5.144568156728869, 498.4411468170575,                          0,       498.4411468170575
          0,           0,          77,-3.384710947881355,-1.942858866456656,-2.844712480257941,-3.856445273800022, 1.143093830982291,           5, -2.71003805746152,               3,-5.880760989744592, 498.3479829277628,                          0,       498.3479829277628
          0,           0,          78,-3.394365489075651,-1.946153043676422,-2.858981502358746,-3.858262885259836, 1.141280930765796,           5,-3.691265216427328,               2,-5.135455568069416, 498.3105005524122,                          0,       498.3105005524122
          0,           0,          79,-3.397928080703853,-1.947791149636668,-2.852429529335449,-3.858872378469987, 1.140701678279415,           5, -2.71278262142949,               3,-5.869290208348912, 498.2057289357177,                          0,       498.2057289357177
          0,           0,          80,-3.406040543807042, -1.95103901383201,-2.864620530783597,-3.860615967035741, 1.138965338853549,           5,-3.695128179627375,               2, -5.12649213267839, 498.1640192241216,                          0,       498.1640192241216
          0,           0,          81,-3.408896785417389,-1.952647344707318,-2.857429205018253,-3.861141224799001, 1.138474352994316,           5,-2.715579434648323,               3,-5.858536789043497, 498.0474567731349,                          0,       498.0474567731349
          0,           0,          82,  -3.4157162974488,-1.955787243780706,-2.868510288556838,-3.862815859907411, 1.136808925708725,           5,-3.698909580673873,               2,-5.117819294025776, 498.0015368378108,                          0,       498.0015368378108
          0,           0,          83,-3.417951853931599,-1.957335210587929,-2.861004264627518, -3.86327697999238, 1.136385156056714,           5,-2.718237997616342,               3,-5.848508686798124, 497.8731286702158,                          0,       497.8731286702158
          0,           0,          84,-3.423651754727153,-1.960320446921136,-2.871883971727903,-3.864904714150276, 1.134768107477035,           5,-3.702499372391014,               2,-5.109503711528855, 497.8230607807271,                          0,       497.8230607807271
          0,           0,          85,-3.425356556953656,-1.961798978678639,-2.864251346978475,-3.865384539897436, 1.134326043058385,           5,-2.720588310243737,               3,-5.839092277080432,  497.682852156256,                          0,        497.682852156256
          0,           0,          86,-3.430435241128514,-1.964628174107983,-2.875703847135596,-3.866987051131856, 1.132730819822746,           5,-3.705791610524236,               2,-5.101492968996236, 497.6287288795797,                          0,       497.6287288795797
          0,           0,          87,-3.431912199408732,-1.966018459018696,-2.868060757715575,-3.867445011729915, 1.132307603816009,           5,-2.722518149382998,               3,-5.830274733285838, 497.4768319551705,                          0,       497.4768319551705
          0,           0,          88,-3.437241701457475,-1.968669226269409,-2.880598373092062,-3.869011168732007, 1.130749557851354,           5,-3.708789089644017,               2,-5.093851721935101, 497.4187604762093,                          0,       497.4187604762093
          0,           0,          89,-3.438976694973155,-1.969999559775757,-2.873103313646939,-3.869466784289024, 1.130329664079922,           5,-2.723999568671023,               3,-5.821996629693706, 497.2553210625967,                          0,       497.2553210625967
          0,           0,          90,-3.445470341052189,-1.972540874744409, -2.88689898055896,-3.871007074500094, 1.128796834473402,           5,-3.711435792428002,               2,-5.086496905822586, 497.1934089558125,                          0,       497.1934089558125
          0,           0,          91,-3.447928113097508,-1.973814711831406,-2.879801421453431,-3.871471249661441, 1.128367936852255,           5,-2.725038401048248,               3,-5.814156109293078, 497.0185777910763,                          0,       497.0185777910763
          0,           0,          92,-3.456111359198147,-1.976255813972394,-2.894705762545251,-3.872993481531351, 1.126852018941904,           5,-3.713818653504461,               2,-5.079347574586165, 496.9529219736864,                          0,       496.9529219736864
          0,           0,          93,-3.459507458979869,-1.977483056956248,-2.888263917335165,-3.873473338186271,  1.12640582780011,           5,-2.725759712024156,               3,-5.806666003289376, 496.7668337206143,                          0,       496.7668337206143
          0,           0,          94,-3.469326288292994,-1.979858628784522,-2.903915279769699,-3.874982254260535, 1.124901778880198,           5,-3.716023342280933,               2,-5.072336444007885, 496.6975136699249,                          0,       496.6975136699249
          0,           0,          95,-3.473566462811873, -1.98105284996201,-2.898301691229436,-3.875476972990804, 1.124438746496377,           5,-2.726287692604544,               3,-5.799450131170524,  496.500275394682,                          0,        496.500275394682
          0,           0,          96,-3.484481983521024, -1.98338267377747,-2.914267112944622,-3.876972537727465, 1.122946903000467,           5,-3.718144638040141,               2, -5.06539942800637, 496.4273510037109,                          0,       496.4273510037109
          0,           0,          97, -3.48924025266132,-1.984550693140487,-2.909491616177521,-3.877474572293263, 1.122474877743529,           5,-2.726760087780576,               3,-5.792462955708348, 496.2190402167184,                          0,       496.2190402167184
          0,           0,          98,-3.500483660714622,-1.986842381701319,-2.925356553510092,-3.878953890913132, 1.120998583175098,           5,-3.720270308993765,               2,-5.058503230928765, 496.1425538031149,                          0,       496.1425538031149
          0,           0,          99, -3.50534903574149,-1.987984355042266, -2.92125762519751,-3.879453002098526, 1.120528391163532,           5,-2.727297848723621,               3,-5.785681052289307,  495.923224577093,                          0,        495.923224577093
          0,           0,         100,-3.516203409053604,-1.990231713931239,-2.936682097572616,-3.880911380157893, 1.119072834065773,           5,-3.722467749670745,               2,-5.051642391773842, 495.8432059732577,                          0,       495.8432059732577
          0,           0,         101,-3.520820428575374,-1.991345313290742,-2.932983803346624,-3.881399261154823, 1.118612864695377,           5,-2.727990789234509,               3,-5.779091961063647, 495.6129007774115,                          0,       495.6129007774115
          0,           0,         102,-3.530793560533765,-1.993546032300349, -2.94773011841117,-3.882836685551448, 1.117174982862899,           5,-3.724761253728217,               2, -5.04482090045366, 495.5293742438922,                          0,       495.5293742438922
          0,           0,         103,-3.534932760541437,-1.994634800416047,-2.944130922930972,-3.883313242902338, 1.116720608882445,           5,-2.728875346890387,               3,-5.772672141045484, 495.2881387304466,                          0,       495.2881387304466
          0,           0,         104,-3.543785130427124,-1.996788312271501, -2.95808566732204,-3.884731759085445,  1.11530299346684,           5,-3.727134178045799,               2, -5.03804971984156, 495.2011303768255,                          0,       495.2011303768255
          0,           0,         105, -3.54734312600784, -1.99785358549376,-2.954326610782664,-3.885229094491648, 1.114829639122816,           5, -2.72995205130241,               3,-5.766376086382843, 494.9490283699282,                          0,       494.9490283699282
          0,           0,         106,-3.555040597872601,-1.999963617945853,-2.967502474068397,-3.886628105619883, 1.113433789290081,           5,-3.729545353623035,               2,-5.031325843645046, 494.8585729064554,                          0,       494.8585729064554
          0,           0,         107,-3.558017029353391,-2.000994717362732,-2.963404451886853,-3.887100844691872, 1.112987642403452,           5, -2.73119871093346,               3,-5.760243355186747, 494.5956994263511,                          0,       494.5956994263511
          0,           0,         108,-3.564693323990153,-2.003048049048854,-2.975929918490033,-3.888471118685246, 1.111620933769105,           5,-3.731968433876498,               2,-5.024724628664766,  494.501845451962,                          0,        494.501845451962
          0,           0,         109,-3.567172084076711,-2.004064376407622, -2.97140859841007,-3.888922886464716, 1.111196631265069,           5,-2.732556809348126,               3,-5.754259724039037,  494.228336439052,                          0,        494.228336439052
          0,           0,         110,  -3.5731053133228,-2.006079204921783,-2.983474607271862,-3.890264276458521,  1.10985933321168,           5,-3.734312147275052,               2,-5.018256842754345, 494.1311498757076,                          0,       494.1311498757076
          0,           0,         111,-3.575254417919731, -2.00707119381911,-2.978536330881424,-3.890698726472169, 1.109453261637127,           5,-2.733954212060624,               3,-5.748399944480911, 493.8471879047492,                          0,       493.8471879047492
          0,           0,         112, -3.58083582802421,-2.009044475434303,-2.990333632261313,-3.892015280960383, 1.108140834215076,           5, -3.73654027083898,               2,-5.011920700840721, 493.7467534366492,                          0,       493.7467534366492
          0,           0,         113,-3.582878796040184, -2.01002002806915,-2.985058459746356,-3.892438943454255, 1.107745809813289,           5,-2.735325484416432,               3,-5.742623097415329, 493.4525691469494,                          0,       493.4525691469494
          0,           0,         114,-3.588529554581782,-2.011964729712915,-2.996735070342556,-3.893733930266452, 1.106454749064399,           5,-3.738597088826049,               2,-5.005701358781031,  493.348989720284,                          0,        493.348989720284
          0,           0,         115,-3.590694535767724,-2.012926036512814, -2.99125944975085,-3.894151301479644, 1.106065897329198,           5,-2.736610005952513,               3,-5.736887571504161, 493.0448590168268,                          0,       493.0448590168268
          0,           0,         116,-3.596758477804781,-2.014845445223268,-3.002888597676503,-3.895427356823114, 1.104793450369712,           5,-3.740460924107704,               3,-6.603969072260689, 492.9382535536611,                          0,       492.9382535536611
          0,           0,         117,-3.599218724100604,-2.015792716742041,-2.997371011105223,-3.895840701514972,   1.1044082958812,           5,-2.737780198983331,               3,-5.731162106156346, 492.6244908683685,                          0,       492.6244908683685
          0,           0,         118,-3.605881131490048,-2.017680787198667,-3.008965147466766,-3.897099354468963, 1.103152931893109,           5,-3.742140123425369,               3,-6.598214549548803, 492.5149904156692,                          0,       492.5149904156692
          0,           0,         119,-3.608716074008163,-2.018609783803138,-3.003557013466736,-3.897511602816125, 1.102767609716771,           5,-2.738844056738676,               3,-5.725388906257815, 492.1919386489589,                          0,       492.1919386489589
          0,           0,         120,-3.615981764702921,-2.020464954540546, -3.01509628274125, -3.89875813598962, 1.101520962365693,           5,-3.743658849598729,               3,-6.592402206986424, 492.0796813556918,                          0,       492.0796813556918
          0,           0,         121,-3.619175165427856,-2.021377717134007,-3.009922315260909,-3.899174528670796, 1.101125778687468,           5,-2.739818258718223,               3,-5.719513538273594, 491.7476996080611,                          0,       491.7476996080611
          0,           0,         122,-3.626905752550018,-2.023196675762949,-3.021385660796938,-3.900403066616513, 1.099897709909233,           5,-3.745047864456067,               3,-6.586493850311614, 491.6328251373349,                          0,       491.6328251373349
          0,           0,         123,-3.630372371508564,-2.024084740160381,-3.016518671968719, -3.90082553438357, 1.099496025195248,           5,-2.740746729958267,               3, -5.71350483912014, 491.2922757180707,                          0,       491.2922757180707
          0,           0,         124, -3.63834851660988,-2.025868235163031,-3.027884983161444,-3.902057763705871, 1.098263895801982,           5,-3.746351783690024,               3,-6.580430581935667,  491.174919800546,                          0,        491.174919800546
          0,           0,         125,-3.641967361936781,-2.026742201002893,-3.023344473014372,-3.902505347450253, 1.097837819675391,           5,-2.741659529354778,               3,-5.707280983265192, 490.8261561529018,                          0,       490.8261561529018
          0,           0,         126,-3.649956126029418,-2.028472724546751,-3.034607277644411,-3.903722032850891, 1.096622473608525,           5, -3.74761619386376,               3,-6.574179795753902, 490.7064459942057,                          0,       490.7064459942057
          0,           0,         127,-3.653606503449344, -2.02931884747025,-3.030364884383901, -3.90416323018956, 1.096203206665051,           5,-2.742629525360064,               3,-5.700864820701491, 490.3498031577661,                          0,       490.3498031577661
          0,           0,         128,-3.661402463936751,-2.031011875474627,-3.041511180622901,-3.905361008762807, 1.095007389481694,           5,-3.748874201781578,               3,-6.567743492203736, 490.2278543472445,                          0,       490.2278543472445
          0,           0,         129,-3.664980514467648, -2.03183287526493,-3.037504591368833,-3.905791696408231, 1.094599507519094,           5,-2.743674163029513,               3,-5.694233942468936, 489.8636432658246,                          0,       489.8636432658246
          0,           0,         130,-3.672434335149628,-2.033479529708393,-3.048518107915463,-3.906971537853307,  1.09342191704244,           5,-3.750159820809655,               3,-6.561096634513921, 489.7395586260493,                          0,       489.7395586260493
          0,           0,         131,-3.675872085222145,-2.034280629534218, -3.04466990367375,-3.907393594101968, 1.093023014307306,           5,-2.744821882431952,               3,-5.687357753388339, 489.3680648854372,                          0,       489.3680648854372
          0,           0,         132,-3.682907967968259, -2.03589481340834, -3.05553647376986,-3.908556347666904, 1.091862556383607,           5,-3.751473013542399,               3,-6.554210855646149, 489.2419352922214,                          0,       489.2419352922214
          0,           0,         133,-3.686177773001014,-2.036678830020097,-3.051772320798927,-3.908970727703069, 1.091471500652516,           5,-2.746067946450062,               3,-5.680212124228972, 488.8634220557191,                          0,       488.8634220557191
          0,           0,         134,-3.692789718669362,-2.038266295230509,-3.062469657835282,-3.910116857706209, 1.090327647586679,           5,-3.752814932479863,               3,-6.547063372940919, 488.7353289478912,                          0,       488.7353289478912
          0,           0,         135, -3.69590149993403,-2.039034843748093,-3.058718731659482,-3.910524154620455, 1.089943752900342,           5,-2.747405086527904,               3,-5.672777902388846, 488.3500432058337,                          0,       488.3500432058337
          0,           0,         136,-3.702142478314995,-2.040595126335332,-3.069221407400053,-3.911654164544009, 1.088815970904544,           5,-3.754186694750054,               3,-6.539635366556775,  488.220062242543,                          0,        488.220062242543
